               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  57,            0.013762,           0.0092838,          0.00061497,             0.59317,              0.6237,             0.59061,             0.37664,             0.03131,            0.022019,            0.010971,           0.0046185,           0.0046185,            0.058318
                  58,            0.013609,           0.0092184,          0.00060701,             0.60441,             0.60598,             0.58606,             0.36959,            0.031332,            0.022368,            0.011414,           0.0046978,           0.0046978,            0.057598
                  59,            0.013816,           0.0091218,           0.0010925,              0.4961,             0.71607,              0.5844,             0.37407,            0.030966,            0.022266,            0.012108,           0.0047772,           0.0047772,            0.056877
                  60,            0.012603,           0.0084051,          0.00052853,             0.57234,             0.65104,             0.59586,             0.37991,            0.030858,            0.021009,            0.012363,           0.0048565,           0.0048565,            0.056157
                  61,             0.01395,           0.0096404,          0.00064982,             0.59756,             0.63305,             0.59297,             0.38339,            0.030988,            0.021343,            0.012406,           0.0049359,           0.0049359,            0.055436
                  62,            0.015714,           0.0098452,           0.0006125,             0.56907,             0.64217,             0.59063,             0.36592,            0.031334,             0.02136,            0.012491,           0.0050152,           0.0050152,            0.054715
                  63,            0.017877,           0.0085027,          0.00076826,             0.50827,             0.69608,             0.57861,             0.36938,            0.031892,            0.022486,             0.01231,           0.0050944,           0.0050944,            0.053994
                  64,             0.01836,           0.0091173,          0.00060636,             0.59165,             0.61004,              0.5822,             0.36903,            0.031351,            0.022268,            0.011825,           0.0051737,           0.0051737,            0.053274
                  65,            0.017838,           0.0088637,          0.00069736,             0.55837,             0.65469,             0.59163,              0.3762,            0.031397,            0.020574,            0.011826,           0.0052529,           0.0052529,            0.052553
                  66,            0.019282,           0.0093736,          0.00081299,             0.59937,             0.59253,             0.58694,             0.37298,            0.031373,             0.02077,            0.012165,           0.0053321,           0.0053321,            0.051832
                  67,            0.017589,           0.0086473,          0.00063869,             0.60611,             0.59581,              0.5779,              0.3505,            0.033026,            0.021839,            0.012744,           0.0054113,           0.0054113,            0.051111
                  68,            0.020249,             0.01018,           0.0007777,             0.60525,             0.61658,             0.58247,             0.36211,             0.03211,            0.021404,            0.011576,           0.0054904,           0.0054904,             0.05039
                  69,            0.019467,           0.0098208,          0.00080719,              0.5605,             0.64356,             0.58569,             0.36197,            0.031837,            0.020999,            0.011747,           0.0055696,           0.0055696,             0.04967
                  70,            0.018381,            0.009936,          0.00084611,             0.60671,             0.62918,             0.59243,             0.36168,            0.031535,            0.020283,             0.01109,           0.0056487,           0.0056487,            0.048949
                  71,            0.017943,           0.0092054,          0.00084517,              0.5414,             0.69546,             0.58559,             0.35012,            0.032931,            0.020515,            0.011359,           0.0057278,           0.0057278,            0.048228
                  72,            0.020947,            0.010221,          0.00085405,             0.55496,              0.6455,             0.57417,             0.35418,             0.03191,            0.021937,            0.011708,           0.0058068,           0.0058068,            0.047507
                  73,            0.019532,            0.010521,          0.00098383,             0.55852,             0.64676,             0.55933,              0.3489,            0.031911,            0.022712,            0.011789,           0.0058858,           0.0058858,            0.046786
                  74,            0.017807,            0.010026,          0.00072315,             0.64338,             0.55633,             0.56006,             0.35238,            0.031286,             0.02225,            0.011317,           0.0059648,           0.0059648,            0.046065
                  75,            0.018165,            0.010651,          0.00081011,             0.53978,             0.64487,             0.56129,              0.3512,            0.031628,            0.022542,            0.011334,           0.0060438,           0.0060438,            0.045344
                  76,            0.018683,           0.0096829,          0.00071486,             0.55596,             0.65113,             0.55861,             0.35254,            0.032012,            0.022839,            0.011387,           0.0061227,           0.0061227,            0.044623
                  77,             0.01819,           0.0095159,           0.0011016,             0.51168,             0.68944,             0.57135,              0.3587,            0.031861,             0.02255,             0.01169,           0.0062017,           0.0062017,            0.043902
                  78,            0.018226,           0.0096601,          0.00070228,             0.56027,             0.60121,             0.55097,             0.34305,            0.032451,            0.023431,            0.012173,           0.0062806,           0.0062806,            0.043181
                  79,            0.018139,           0.0092209,           0.0010045,             0.57825,             0.64875,             0.57557,             0.36015,            0.032089,            0.022151,            0.011554,           0.0063594,           0.0063594,            0.042459
                  80,            0.017357,           0.0096192,          0.00092134,              0.5752,             0.66568,              0.5936,             0.35616,            0.032203,            0.020659,            0.010412,           0.0064382,           0.0064382,            0.041738
                  81,            0.019268,            0.010284,          0.00093075,             0.58297,             0.63494,             0.57829,             0.34782,            0.032362,            0.021967,            0.010824,            0.006517,            0.006517,            0.041017
                  82,            0.017849,           0.0096633,            0.001041,             0.60485,             0.61087,             0.59866,             0.37381,            0.031252,            0.019969,            0.011504,           0.0065958,           0.0065958,            0.040296
                  83,             0.01768,           0.0093121,          0.00074505,              0.5311,             0.70823,             0.60359,             0.37577,            0.031585,            0.019292,            0.011848,           0.0066746,           0.0066746,            0.039575
                  84,            0.017584,           0.0094549,          0.00073741,              0.5792,             0.64482,             0.58762,             0.36184,            0.031937,            0.020512,            0.011375,           0.0067533,           0.0067533,            0.038853
                  85,            0.017305,           0.0093496,          0.00096216,             0.55596,             0.63086,             0.57399,             0.35432,            0.031924,            0.021562,            0.011162,           0.0068319,           0.0068319,            0.038132
                  86,            0.017924,            0.010002,          0.00098283,             0.54096,              0.6385,             0.56939,             0.35895,            0.031664,            0.022557,            0.012235,           0.0069106,           0.0069106,            0.037411
                  87,            0.018337,           0.0092015,          0.00082581,             0.60515,             0.57124,             0.57276,             0.35332,            0.032766,            0.022847,            0.011353,           0.0069892,           0.0069892,            0.036689
                  88,            0.018629,           0.0095428,          0.00081744,             0.57977,             0.64735,             0.58474,             0.36289,            0.032898,            0.021565,            0.010922,           0.0070678,           0.0070678,            0.035968
                  89,            0.020861,            0.010145,          0.00095957,             0.62368,             0.62592,             0.59236,             0.35895,            0.033208,            0.020939,            0.011046,           0.0071463,           0.0071463,            0.035246
                  90,            0.018916,            0.010226,          0.00094842,             0.65298,             0.64485,             0.61309,             0.37275,            0.032869,            0.019385,            0.011148,           0.0072249,           0.0072249,            0.034525
                  91,            0.020151,            0.009847,          0.00095663,             0.62371,             0.62421,             0.59074,             0.36653,            0.033218,            0.020469,            0.011481,           0.0073033,           0.0073033,            0.033803
                  92,            0.019761,            0.010468,          0.00098244,             0.62522,             0.62011,             0.58419,             0.36369,            0.032095,            0.020378,            0.011487,           0.0073818,           0.0073818,            0.033082
                  93,            0.017211,           0.0093664,           0.0010908,             0.58725,             0.64777,             0.59245,              0.3606,            0.032572,            0.020151,            0.011708,           0.0074602,           0.0074602,             0.03236
                  94,            0.017552,            0.010115,           0.0007564,             0.55861,             0.68436,             0.58288,              0.3655,            0.032249,            0.021163,            0.012685,           0.0075386,           0.0075386,            0.031639
                  95,            0.018365,           0.0098174,          0.00081872,             0.58406,              0.6431,             0.59869,             0.37858,            0.031489,            0.020542,            0.014013,           0.0076169,           0.0076169,            0.030917
                  96,            0.018753,            0.010479,           0.0011238,             0.52916,             0.71089,             0.59468,             0.37358,            0.032205,            0.020907,            0.013274,           0.0076953,           0.0076953,            0.030195
                  97,            0.021141,            0.010206,           0.0009017,             0.56003,             0.62785,             0.55743,             0.35271,            0.032223,            0.022324,            0.014356,           0.0077735,           0.0077735,            0.029474
                  98,            0.019892,            0.010484,          0.00086424,             0.54433,             0.65866,             0.57229,             0.35274,            0.032219,            0.020565,            0.013643,           0.0078518,           0.0078518,            0.028752
                  99,            0.018566,            0.010336,           0.0010312,             0.61168,              0.5568,             0.55048,             0.33692,            0.033171,            0.023885,            0.013201,             0.00793,             0.00793,             0.02803
                 100,             0.01957,            0.010344,           0.0008848,             0.60535,             0.58243,             0.54806,             0.34217,            0.032513,            0.024008,             0.01292,           0.0080082,           0.0080082,            0.027308
                 101,            0.017239,           0.0098814,           0.0009376,             0.57707,             0.61998,             0.56663,             0.35535,            0.032326,            0.023043,            0.013154,           0.0080863,           0.0080863,            0.026586
                 102,            0.018393,             0.01039,          0.00096691,             0.62844,             0.57477,             0.57484,             0.36295,            0.031448,            0.021657,            0.012621,           0.0081644,           0.0081644,            0.025864
                 103,             0.01625,           0.0095336,          0.00077993,             0.60248,             0.64059,             0.60071,             0.38065,            0.031225,            0.020411,            0.012237,           0.0082425,           0.0082425,            0.025142
                 104,            0.018571,            0.010203,          0.00097502,             0.56574,             0.67469,             0.59769,             0.37569,            0.031519,            0.020298,            0.011636,           0.0083205,           0.0083205,             0.02442
                 105,            0.018611,            0.010149,          0.00095946,             0.59654,             0.59434,              0.5764,              0.3661,            0.031264,            0.021001,            0.012733,           0.0083985,           0.0083985,            0.023698
                 106,            0.020014,            0.010321,           0.0013074,             0.56898,             0.63043,             0.55524,             0.34967,            0.032601,            0.021347,            0.012992,           0.0084764,           0.0084764,            0.022976
                 107,            0.017702,            0.009359,          0.00099206,             0.57141,             0.62023,             0.54984,             0.35022,            0.031185,            0.022065,            0.012585,           0.0085543,           0.0085543,            0.022254
                 108,            0.020775,            0.010315,           0.0011882,              0.5194,             0.64661,             0.53691,              0.3352,             0.03182,             0.02344,            0.013267,           0.0086322,           0.0086322,            0.021532
                 109,            0.018959,           0.0095772,          0.00097717,             0.55916,             0.60776,             0.55566,             0.35125,            0.032147,            0.022766,             0.01215,             0.00871,             0.00871,             0.02081
                 110,            0.019189,           0.0097103,          0.00093688,             0.57961,             0.57165,             0.55761,             0.35094,            0.031709,            0.021982,             0.01528,           0.0087878,           0.0087878,            0.020088
                 111,            0.017565,           0.0098158,          0.00095928,             0.62653,             0.57003,             0.56533,             0.35543,            0.031265,            0.020868,            0.014783,           0.0088656,           0.0088656,            0.019366
                 112,            0.017256,           0.0095622,           0.0010601,             0.58384,             0.63056,             0.58325,             0.36414,            0.031667,            0.019872,            0.011978,           0.0089433,           0.0089433,            0.018643
                 113,            0.018073,            0.010062,          0.00094118,              0.5855,             0.63064,             0.58093,             0.36147,            0.031557,            0.020257,            0.011387,           0.0090209,           0.0090209,            0.017921
                 114,            0.019128,           0.0099381,            0.001081,             0.52995,             0.69525,             0.59853,             0.36672,            0.031596,            0.019447,            0.011527,           0.0090986,           0.0090986,            0.017199
                 115,            0.018059,            0.010828,          0.00097542,              0.5272,             0.69809,             0.60096,             0.37315,            0.032078,            0.019782,            0.010782,           0.0091762,           0.0091762,            0.016476
                 116,             0.01697,             0.01011,          0.00085246,             0.57305,             0.64804,              0.5991,             0.37198,            0.031548,            0.019941,            0.010445,           0.0092537,           0.0092537,            0.015754
                 117,             0.01925,             0.01021,           0.0011649,             0.53467,             0.69365,              0.5937,             0.36714,            0.032069,            0.020533,            0.012145,           0.0093312,           0.0093312,            0.015031
                 118,            0.019127,           0.0095352,           0.0010487,             0.64454,             0.56844,              0.5918,             0.36559,            0.031926,            0.019935,            0.012633,           0.0094087,           0.0094087,            0.014309
                 119,             0.01987,            0.010161,           0.0010798,             0.61813,             0.62154,             0.60739,             0.37169,            0.031492,            0.019131,            0.010878,           0.0094861,           0.0094861,            0.013586
                 120,            0.020999,            0.010781,             0.00103,             0.57289,             0.70424,             0.62484,              0.3869,            0.031794,            0.017524,            0.010456,           0.0095634,           0.0095634,            0.012863
                 121,            0.018569,           0.0098582,           0.0011865,             0.57306,             0.69116,             0.59303,             0.36144,            0.031534,            0.018663,            0.010784,           0.0096408,           0.0096408,            0.012141
                 122,            0.018409,            0.010718,           0.0010126,              0.5817,             0.62332,             0.56687,              0.3492,            0.031842,            0.022073,            0.011871,           0.0097181,           0.0097181,            0.011418
                 123,            0.017897,           0.0095964,           0.0010491,             0.58625,             0.58572,             0.55565,             0.33213,            0.033489,            0.024503,             0.01324,           0.0097953,           0.0097953,            0.010695
                 124,            0.019724,           0.0099002,           0.0013119,             0.60271,              0.5578,             0.54715,             0.33726,            0.033046,            0.024174,             0.01353,           0.0098725,           0.0098725,           0.0099725
                 125,            0.017039,             0.01032,           0.0011308,             0.58632,             0.63055,             0.56404,             0.35303,            0.032061,            0.021928,            0.013685,           0.0098805,           0.0098805,           0.0098805
                 126,            0.019182,            0.010484,           0.0012728,             0.54232,             0.61221,             0.56826,              0.3566,            0.031623,            0.021878,            0.014938,           0.0098805,           0.0098805,           0.0098805
                 127,            0.019149,            0.011094,           0.0014529,             0.59532,             0.63603,              0.5873,             0.36162,            0.031941,            0.019324,            0.012085,           0.0098786,           0.0098786,           0.0098786
                 128,            0.019577,            0.011955,           0.0012033,             0.61191,             0.61928,             0.56946,             0.34231,            0.032053,            0.021392,            0.012651,           0.0098766,           0.0098766,           0.0098766
                 129,             0.01982,            0.010731,           0.0010987,             0.57425,               0.604,             0.55593,             0.34348,             0.03201,            0.023402,            0.011994,           0.0098747,           0.0098747,           0.0098747
                 130,            0.018901,            0.010696,           0.0013806,             0.62829,             0.57934,             0.59066,              0.3569,            0.032359,            0.021037,            0.012089,           0.0098727,           0.0098727,           0.0098727
                 131,               0.018,            0.010725,           0.0014194,             0.59384,             0.65007,             0.57315,             0.35238,            0.031983,             0.02159,            0.012362,           0.0098708,           0.0098708,           0.0098708
                 132,            0.019083,            0.011244,           0.0011073,             0.56586,             0.66196,             0.58117,             0.35638,            0.031668,            0.021624,            0.012011,           0.0098688,           0.0098688,           0.0098688
                 133,            0.019551,            0.011038,           0.0012572,             0.61395,             0.64398,             0.57547,             0.35698,            0.031667,            0.020571,            0.012676,           0.0098668,           0.0098668,           0.0098668
                 134,            0.019127,             0.01084,           0.0011033,             0.54264,             0.70381,             0.59242,             0.35663,            0.031825,            0.019002,            0.010933,           0.0098648,           0.0098648,           0.0098648
                 135,            0.017272,           0.0099771,           0.0015978,             0.57571,              0.6297,             0.58502,             0.34637,            0.033014,            0.019824,            0.012712,           0.0098627,           0.0098627,           0.0098627
                 136,            0.021169,            0.011301,           0.0013578,             0.64016,             0.56458,             0.55957,             0.33447,            0.033293,            0.022481,            0.012201,           0.0098607,           0.0098607,           0.0098607
                 137,             0.02085,            0.012043,           0.0012944,             0.56162,             0.66492,             0.58748,             0.35684,            0.031874,            0.018703,            0.014256,           0.0098586,           0.0098586,           0.0098586
                 138,            0.019751,             0.01139,           0.0012685,             0.56749,             0.65284,             0.57737,              0.3473,            0.032383,            0.020001,            0.014627,           0.0098565,           0.0098565,           0.0098565
                 139,             0.01925,            0.010606,           0.0015944,             0.58771,             0.59406,             0.55837,             0.34225,            0.032474,            0.020878,            0.012828,           0.0098545,           0.0098545,           0.0098545
                 140,            0.018963,            0.010968,           0.0015854,             0.52374,             0.58792,              0.5192,              0.3119,            0.032902,            0.022874,            0.015295,           0.0098524,           0.0098524,           0.0098524
                 141,            0.017405,            0.011403,           0.0015217,              0.5437,             0.63606,              0.5485,             0.33027,            0.033343,             0.02102,            0.013189,           0.0098502,           0.0098502,           0.0098502
                 142,            0.018503,            0.010662,           0.0014982,             0.59333,             0.58159,              0.5402,             0.31945,            0.033881,            0.022295,            0.012893,           0.0098481,           0.0098481,           0.0098481
                 143,            0.018091,            0.010947,           0.0015384,             0.55745,             0.61911,             0.54851,             0.33827,            0.032375,            0.022586,            0.013414,           0.0098459,           0.0098459,           0.0098459
                 144,            0.019971,            0.012022,           0.0017863,             0.56728,             0.57156,             0.52856,             0.33165,            0.032955,            0.022912,            0.015111,           0.0098438,           0.0098438,           0.0098438
                 145,            0.020028,            0.012328,           0.0013669,             0.54848,             0.66758,             0.56517,             0.34714,            0.032103,            0.020442,            0.012951,           0.0098416,           0.0098416,           0.0098416
                 146,            0.017491,            0.010774,           0.0012123,             0.59234,             0.62119,             0.56864,             0.35197,            0.031687,             0.02035,            0.012043,           0.0098394,           0.0098394,           0.0098394
                 147,            0.018249,             0.01119,           0.0015734,             0.54026,             0.64623,             0.55288,             0.33809,            0.032297,            0.021775,             0.01136,           0.0098372,           0.0098372,           0.0098372
                 148,            0.018438,            0.011874,           0.0013979,             0.57433,             0.59438,             0.55358,             0.34304,            0.031951,            0.023364,            0.011256,            0.009835,            0.009835,            0.009835
                 149,            0.018935,            0.011363,           0.0011764,             0.62908,             0.54817,              0.5444,             0.33904,            0.031204,            0.023232,             0.01069,           0.0098327,           0.0098327,           0.0098327
                 150,            0.017832,            0.011022,           0.0012117,             0.62442,              0.5516,             0.53281,              0.3298,            0.031962,            0.024984,            0.010532,           0.0098305,           0.0098305,           0.0098305
                 151,            0.019981,            0.010408,           0.0012617,             0.54081,              0.6125,              0.5487,             0.34754,            0.032032,            0.023543,            0.011027,           0.0098282,           0.0098282,           0.0098282
                 152,            0.018955,            0.011046,           0.0012936,             0.52531,             0.61927,             0.56025,              0.3527,             0.03169,            0.022159,            0.012295,           0.0098259,           0.0098259,           0.0098259
