               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  66,            0.020625,           0.0094773,          0.00080876,             0.55271,             0.64405,             0.57282,             0.35945,             0.03197,             0.02131,            0.012961,           0.0053298,           0.0053298,             0.05183
                  67,            0.020681,           0.0090541,          0.00064115,             0.61421,             0.57606,             0.56964,             0.34981,            0.033203,            0.022167,            0.012966,           0.0054089,           0.0054089,            0.051109
                  68,            0.020376,             0.01029,          0.00079531,             0.60224,             0.59582,             0.57812,             0.35678,            0.032323,            0.020965,            0.012082,           0.0054879,           0.0054879,            0.050388
                  69,            0.019694,           0.0099221,          0.00082904,              0.5866,             0.61081,             0.58871,             0.36106,            0.032283,            0.020516,            0.012305,           0.0055669,           0.0055669,            0.049667
                  70,            0.019225,            0.010108,          0.00083927,             0.60196,             0.60528,             0.58594,             0.35741,            0.032345,            0.020209,            0.011605,           0.0056459,           0.0056459,            0.048946
                  71,            0.019219,           0.0094013,          0.00085461,             0.53426,             0.70311,             0.58754,             0.35333,            0.032346,            0.020301,            0.011553,           0.0057249,           0.0057249,            0.048225
                  72,            0.020036,            0.010086,          0.00084425,             0.61496,              0.5942,             0.57929,             0.35656,            0.031977,            0.021545,            0.011676,           0.0058038,           0.0058038,            0.047504
                  73,            0.019548,             0.01052,          0.00098993,             0.54146,             0.64374,             0.56491,             0.35905,             0.03138,            0.022647,            0.011639,           0.0058827,           0.0058827,            0.046783
                  74,            0.016768,            0.009888,          0.00070726,             0.51569,             0.67172,             0.55914,             0.35521,            0.031347,            0.022259,            0.011299,           0.0059616,           0.0059616,            0.046062
                  75,            0.018005,             0.01065,          0.00080793,             0.57439,             0.62193,             0.56997,             0.35375,            0.031463,            0.022366,            0.011254,           0.0060404,           0.0060404,             0.04534
                  76,            0.019609,           0.0098472,          0.00070215,             0.57013,             0.63476,             0.56778,             0.35886,            0.031811,            0.022792,            0.011235,           0.0061192,           0.0061192,            0.044619
                  77,            0.018155,           0.0096454,           0.0010665,             0.58013,             0.62942,             0.56848,             0.35695,            0.031788,            0.022918,            0.011655,            0.006198,            0.006198,            0.043898
                  78,            0.019138,           0.0098224,          0.00071229,             0.60383,             0.58357,             0.54633,             0.34064,              0.0324,            0.023583,            0.011789,           0.0062768,           0.0062768,            0.043177
                  79,            0.019214,           0.0094345,           0.0010383,             0.54995,             0.65676,             0.56432,             0.35662,            0.032019,            0.022303,            0.011258,           0.0063555,           0.0063555,            0.042455
                  80,            0.017982,           0.0098624,          0.00093045,             0.53427,             0.70693,             0.58992,             0.36241,            0.032162,            0.020835,            0.010785,           0.0064342,           0.0064342,            0.041734
                  81,            0.019271,            0.010364,          0.00094536,             0.54779,             0.66247,             0.58235,             0.36864,            0.031373,            0.021955,            0.011061,           0.0065128,           0.0065128,            0.041013
                  82,             0.01977,           0.0099433,           0.0010669,             0.53844,             0.63908,             0.57745,             0.36434,            0.031762,            0.020491,            0.012777,           0.0065914,           0.0065914,            0.040291
                  83,            0.019663,           0.0096352,          0.00078435,             0.58042,             0.64871,             0.59889,             0.36943,            0.031596,            0.019288,            0.011926,             0.00667,             0.00667,             0.03957
                  84,            0.017458,           0.0095144,          0.00075918,             0.54643,             0.70039,             0.60695,             0.36808,            0.031552,            0.019256,            0.010728,           0.0067485,           0.0067485,            0.038849
                  85,            0.018216,           0.0095717,          0.00091984,             0.52137,             0.71095,             0.58652,              0.3557,            0.031919,            0.019974,            0.010658,            0.006827,            0.006827,            0.038127
                  86,            0.018881,            0.010009,          0.00096972,             0.66027,             0.52657,             0.57683,             0.35702,            0.031911,            0.021543,            0.011827,           0.0069055,           0.0069055,            0.037406
                  87,              0.0186,           0.0092386,          0.00084864,             0.62873,             0.54498,             0.57089,             0.34963,            0.032479,            0.022782,            0.011284,            0.006984,            0.006984,            0.036684
                  88,            0.019095,           0.0096218,          0.00081961,             0.57854,             0.65779,             0.59087,             0.36868,            0.032121,            0.020732,             0.01065,           0.0070624,           0.0070624,            0.035962
                  89,            0.019011,           0.0099525,          0.00094006,             0.66411,             0.57302,             0.57378,             0.35796,            0.032489,            0.021368,            0.011166,           0.0071407,           0.0071407,            0.035241
                  90,            0.017819,            0.010178,          0.00093659,             0.60919,              0.6528,             0.59297,             0.36636,            0.032224,            0.019991,             0.01138,           0.0072191,           0.0072191,            0.034519
                  91,            0.019945,           0.0098095,          0.00084802,             0.62131,             0.59801,             0.57677,             0.36159,            0.032342,             0.02097,            0.012117,           0.0072973,           0.0072973,            0.033797
                  92,            0.019575,            0.010586,           0.0009195,             0.61704,             0.63269,             0.58103,             0.35538,            0.031738,            0.020001,            0.011795,           0.0073756,           0.0073756,            0.033076
                  93,             0.01909,           0.0097206,           0.0011317,             0.56592,             0.69989,             0.59596,             0.36847,            0.031823,            0.019685,             0.01134,           0.0074538,           0.0074538,            0.032354
                  94,            0.017902,            0.010286,           0.0008345,             0.57724,             0.65628,             0.59302,             0.37114,              0.0319,            0.019984,             0.01228,            0.007532,            0.007532,            0.031632
                  95,            0.018022,           0.0098667,          0.00089877,             0.59124,             0.63099,             0.57355,              0.3633,            0.032252,            0.020999,            0.013928,           0.0076101,           0.0076101,             0.03091
                  96,            0.020062,            0.010784,           0.0011392,             0.55062,             0.62447,             0.56716,             0.35989,             0.03286,            0.022503,            0.014995,           0.0076882,           0.0076882,            0.030188
                  97,             0.01834,           0.0097988,          0.00089045,             0.58488,             0.62944,             0.55326,             0.34596,            0.032484,            0.021992,            0.014875,           0.0077663,           0.0077663,            0.029466
                  98,            0.018507,            0.010226,          0.00088844,             0.55107,              0.6443,             0.56551,              0.3475,            0.031649,            0.020745,            0.015209,           0.0078443,           0.0078443,            0.028744
                  99,             0.01781,            0.010195,           0.0010753,             0.60836,             0.58296,             0.56778,             0.35072,            0.032133,            0.022366,            0.012865,           0.0079223,           0.0079223,            0.028022
