               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.012858,           0.0088522,          0.00057356,             0.55543,             0.71714,             0.62415,              0.3956,            0.030517,            0.020114,            0.011324,               7e-05,               7e-05,             0.09937
                   1,             0.01273,           0.0088308,          0.00045678,             0.55426,              0.7128,             0.62364,             0.39417,            0.030415,            0.020219,            0.011266,             0.00015,             0.00015,             0.09865
                   2,            0.013251,           0.0086736,          0.00083346,             0.54972,              0.7198,             0.62367,             0.39676,            0.030274,            0.020279,            0.011245,             0.00023,             0.00023,             0.09793
                   3,            0.013244,           0.0095296,          0.00049631,             0.53367,             0.74459,             0.62344,             0.39676,            0.030356,            0.020388,            0.011227,             0.00031,             0.00031,             0.09721
                   4,            0.012895,           0.0088403,           0.0006633,             0.56084,             0.70948,             0.62418,             0.39551,            0.030535,             0.02046,            0.011209,             0.00039,             0.00039,             0.09649
                   5,            0.012562,           0.0088624,          0.00058488,             0.55571,             0.71082,             0.61917,             0.39442,            0.030316,            0.020587,            0.011193,          0.00046999,          0.00046999,             0.09577
                   6,            0.013682,           0.0088266,          0.00086046,             0.53333,             0.74193,             0.61872,             0.39174,            0.030426,            0.020668,            0.011285,          0.00054998,          0.00054998,             0.09505
                   7,            0.012439,           0.0087318,          0.00041652,             0.52867,              0.7436,             0.61802,             0.39036,            0.030544,            0.020804,             0.01122,          0.00062998,          0.00062998,             0.09433
                   8,             0.01243,           0.0087041,          0.00074608,              0.5829,             0.67019,             0.62051,             0.39206,            0.030539,            0.020819,            0.011167,          0.00070997,          0.00070997,             0.09361
                   9,            0.012597,            0.008154,           0.0004781,             0.54441,             0.72392,             0.61721,             0.38532,            0.030835,             0.02105,            0.011205,          0.00078995,          0.00078995,             0.09289
                  10,            0.013228,           0.0093261,          0.00081607,             0.55065,             0.72041,             0.61581,             0.38576,            0.030939,            0.021035,            0.011219,          0.00086993,          0.00086993,             0.09217
                  11,             0.01312,           0.0090432,          0.00094866,              0.5326,             0.73854,              0.6136,             0.39005,            0.030787,            0.021282,            0.011315,          0.00094991,          0.00094991,             0.09145
                  12,            0.013531,           0.0094106,          0.00047435,             0.54237,             0.70051,             0.61058,             0.38523,            0.030591,            0.021636,            0.011329,           0.0010299,           0.0010299,             0.09073
                  13,             0.01244,           0.0092425,          0.00074486,             0.55226,             0.67256,             0.60749,             0.38691,            0.030519,            0.021581,            0.011338,           0.0011099,           0.0011099,             0.09001
                  14,            0.012484,           0.0094124,          0.00064189,             0.56269,             0.67432,               0.612,             0.38787,            0.030778,            0.021355,            0.011317,           0.0011898,           0.0011898,             0.08929
                  15,            0.012242,           0.0093936,          0.00044678,              0.5657,             0.67972,             0.61543,              0.3906,            0.030478,            0.021059,            0.011289,           0.0012698,           0.0012698,             0.08857
                  16,            0.012943,           0.0084834,          0.00053643,             0.54474,             0.71636,             0.61403,             0.38851,            0.030708,            0.021149,            0.011072,           0.0013497,           0.0013497,             0.08785
                  17,            0.012757,           0.0086106,          0.00057664,             0.54422,             0.72526,             0.61751,             0.39406,            0.030234,            0.020906,            0.011176,           0.0014297,           0.0014297,             0.08713
                  18,            0.013134,           0.0094838,          0.00055348,             0.54557,             0.70819,             0.61591,             0.38857,            0.030609,             0.02077,            0.011338,           0.0015096,           0.0015096,             0.08641
                  19,            0.013478,           0.0089825,           0.0006321,             0.55655,             0.69861,             0.61853,             0.39022,            0.030701,            0.020512,            0.011203,           0.0015896,           0.0015896,             0.08569
                  20,            0.012444,            0.008052,          0.00053287,             0.54296,             0.71956,             0.61495,             0.38791,            0.030775,            0.020882,            0.011275,           0.0016695,           0.0016695,            0.084969
                  21,             0.01251,           0.0083631,          0.00049599,             0.55817,             0.67521,             0.61011,             0.38817,            0.030716,             0.02142,             0.01141,           0.0017494,           0.0017494,            0.084249
                  22,            0.012699,             0.00868,          0.00071553,             0.56269,             0.66089,             0.59924,             0.38679,            0.030734,            0.021312,             0.01164,           0.0018293,           0.0018293,            0.083529
                  23,            0.012813,           0.0091091,          0.00053683,             0.56354,             0.68518,             0.60794,             0.38619,            0.030677,            0.021014,            0.011544,           0.0019092,           0.0019092,            0.082809
